student_id,gender,ethnicity,race,language,ble_kg_fall,del_kg_fall,rvo_kg_fall,syn_kg_fall,evo_kg_fall,lcp_kg_fall,nwr_kg_fall,srt_kg_fall,lnc_kg_fall,lsc_kg_fall,rao_kg_fall,wppsi4_rv_ss,wppsi4_rv_raw,wppsi4_pn_ss,wppsi4_pn_raw,wppsi4_mr_ss,wppsi4_mr_raw,ktea3_nwd_ss,ktea3_nwd_raw,ktea3_lwr_ss,ktea3_lwr_raw,celf5_sc_ss,celf5_sc_raw,celf5_rs_ss,celf5_rs_raw
55_19_0_1002,female,hispanic,multi-racial,0.0,0.134262753,-0.913202925,-1.684315423,-0.842796098,-0.354536409,,-0.249212914,,23.0,,21.0,,,,,,,,,,,,,,
55_19_0_1003,male,not hispanic,white,0.0,0.61777393,0.444653166,-1.643268858,,,0.042738775,-0.401710928,-0.701029664,,,,,,,,,,,,,,,,,
55_19_0_1004,female,not hispanic,white,0.0,0.1289356,-1.566410177,0.004281495,-1.289818333,-1.131859601,,-1.153815082,,30.0,,27.0,,,,,,,,,,,,,,
55_19_0_1005,male,hispanic,multi-racial,1.0,0.721443891,0.444653166,-0.456507039,,,-0.301445578,-1.138181991,-1.163312662,,,,,,,,,,,,,,,,,
55_19_0_1006,female,not hispanic,white,0.0,0.663611794,-0.908206884,0.364622375,-0.315606566,0.62769785,,0.094192727,,42.0,,45.0,,,,,,,,,,,,,,
55_19_0_1007,female,not hispanic,white,0.0,-1.635509452,-1.173218837,-0.368454175,,,-0.576778616,-1.720242949,-0.719872322,,,,,,,,,,,,,,,,,
55_19_0_1008,male,not hispanic,white,0.0,-0.144084749,-1.529714707,-0.554532455,-0.985937429,-0.351992989,,-1.186624042,,22.0,,26.0,,,,,,,,,,,,,,
55_19_0_1009,female,not hispanic,white,0.0,-0.065170418,-1.264042844,-1.04201427,,,-0.423437172,-0.077217979,-1.57185596,,,,,,,,,,,,,,,,,
55_19_0_1010,male,not hispanic,white,0.0,1.343847237,-0.634895239,-0.276085204,-1.236536042,0.444346025,,-0.466057605,,65.0,,47.0,,,,,,,,,,,,,,
55_19_0_1011,male,not hispanic,white,0.0,-0.341419418,-0.937429285,0.508229942,,,-0.664297664,-1.043722418,-0.697490925,,,,,,,,,,,,,,,,,
55_19_0_1012,male,not hispanic,multi-racial,0.0,0.49732402,0.005599338,-0.376381575,-0.159102996,-0.154111276,,0.545325594,,33.0,,25.0,,,,,,,,,,,,,,
55_19_0_1013,female,not hispanic,white,0.0,0.65862447,-0.976956506,0.632107298,,,-0.423437172,-1.185421252,-0.38063919,,,,,,,,,,,,,,,,,
55_19_0_1014,female,not hispanic,white,0.0,-0.06316223,-1.672230046,-0.588571613,-2.160636582,-0.248176074,,-1.015581181,,33.0,,34.0,,,,,,,,,,,,,,
55_19_0_1015,male,not hispanic,white,0.0,0.105518434,-0.946056784,-1.047667425,,,-1.441567783,-0.650457033,-2.000937636,,,,,,,,,,,,,,,,,
55_19_0_1016,female,not hispanic,white,0.0,0.18663143,-1.512368559,-0.85734156,-2.160636582,-1.119163685,,-1.453765299,,37.0,,27.0,,,,,,,,,,,,,,
55_19_0_1017,female,not hispanic,white,0.0,0.218527977,-0.682039019,-0.235423885,,,0.34349508,0.03812075,0.543482705,,,,,,,,,,,,,,,,,
55_19_0_1018,female,not hispanic,white,0.0,0.203027655,-0.252491626,0.628458285,-0.466850456,0.386518361,,-0.063081574,,37.0,,35.0,,,,,,,,,,,,,,
55_19_0_1019,male,not hispanic,white,0.0,0.52911715,-0.146374497,-1.61527725,,,-0.659111027,0.548069304,-1.69895842,,,,,,,,,,,,,,,,,
55_19_0_1020,female,not hispanic,white,0.0,0.657474518,-0.030145675,-0.410594251,0.013388174,-0.336597408,,-0.872128736,,53.0,,34.0,,,,,,,,,,,,,,
55_19_0_1021,male,not hispanic,white,0.0,0.074124282,-1.227447492,-0.125606658,,,-0.47137609,-0.556923228,-0.10771654,,,,,,,,,,,,,,,,,
55_19_0_1022,female,not hispanic,white,0.0,-0.16792005,-0.775289417,-0.857420488,-0.451379352,0.365563314,,-0.851052673,,49.0,,39.0,,,,,,,,,,,,,,
55_19_0_1023,male,not hispanic,white,0.0,0.319504935,-0.139793186,0.508229942,,,-0.503737182,-1.610452783,0.14154967,,,,,,,,,,,,,,,,,
55_19_0_1024,female,not hispanic,white,0.0,-0.082975981,-2.330603465,-1.378344678,-2.160636582,-0.423530032,,-0.806111371,,31.0,,22.0,,,,,,,,,,,,,,
55_19_0_1025,female,not hispanic,white,0.0,0.414376455,0.123525671,-0.073165336,,,-0.195676351,-0.054250693,-0.075158011,,,,,,,,,,,,,,,,,
55_19_0_1026,female,not hispanic,white,0.0,0.030426981,-0.70371001,-0.836168429,-0.044471531,-0.128953378,,-1.374592319,,28.0,,23.0,,,,,,,,,,,,,,
55_19_0_1027,male,not hispanic,white,0.0,-0.006724871,-0.357585187,0.732189543,,,-0.195676351,-1.47842446,0.557447916,,,,,,,,,,,,,,,,,
55_19_0_1028,female,not hispanic,white,0.0,0.679232595,-0.030145675,-0.501829004,-0.302177027,-0.565178263,,-1.48558744,,33.0,,36.0,,,,,,,,,,,,,,
55_19_0_1029,male,not hispanic,white,0.0,0.65862447,-1.085008021,-0.637912834,,,-0.6830745,-1.1698802,-0.293516096,,,,,,,,,,,,,,,,,
55_19_0_1030,male,not hispanic,white,0.0,-0.243228744,-0.92353858,-0.892783385,-1.635360299,-1.102310717,,-0.812193545,,34.0,,36.0,,,,,,,,,,,,,,
55_19_0_1031,male,not hispanic,multi-racial,0.0,-1.258602974,-2.257350842,-1.515023559,,,-1.242218005,-0.123268237,-1.57185596,,,,,,,,,,,,,,,,,
55_19_0_1032,female,not hispanic,white,0.0,-1.8695606,-1.341623346,-0.149401514,-1.725138538,-0.206685215,,-1.838259785,,31.0,,32.0,,,,,,,,,,,,,,
55_19_0_1033,female,not hispanic,white,0.0,0.220047282,-0.649698168,-0.162181434,,,-0.528276524,-0.560085398,-1.060426526,,,,,,,,,,,,,,,,,
55_19_0_1034,female,not hispanic,white,0.0,0.354934448,-0.743126331,-0.384445679,-0.22732181,0.20518317,,-0.344874883,,46.0,,36.0,,,,,,,,,,,,,,
55_19_0_1035,female,not hispanic,white,0.0,0.565027995,-1.076657515,-0.521426584,,,-0.669491238,-0.845419853,-0.388018284,,,,,,,,,,,,,,,,,
55_19_0_1036,male,not hispanic,white,0.0,-1.8695606,-1.01940145,0.153919985,-0.947628767,0.378728528,,-2.617118257,,41.0,,34.0,,,,,,,,,,,,,,
55_19_0_1037,female,not hispanic,white,0.0,0.349966217,-1.137637688,-0.471799094,,,-0.576008229,0.061484457,-0.697490925,,,,,,,,,,,,,,,,,
55_19_0_1038,male,not hispanic,white,0.0,0.423968574,-0.81429512,-0.853296611,-0.368117516,0.00380905,,-0.229485385,,40.0,,38.0,,,,,,,,,,,,,,
55_19_0_1039,female,not hispanic,white,0.0,0.618388439,-0.206573088,0.732189543,,,0.910267721,0.939491745,1.417727315,,,,,,,,,,,,,,,,,
55_19_0_1040,female,hispanic,multi-racial,0.0,0.205149452,-0.807650988,-1.031881395,-2.160636582,-0.128953378,,-0.555719296,,42.0,,35.0,,,,,,,,,,,,,,
55_19_0_1041,female,not hispanic,white,0.0,0.183962004,0.262739457,0.327636672,,,-0.210894242,-0.063216404,0.14154967,,,,,,,,,,,,,,,,,
55_19_0_1042,male,not hispanic,white,0.0,-0.412216747,-0.743126331,-3.575070205,-2.160636582,-0.141237589,,-0.883716275,,23.0,,27.0,,,,,,,,,,,,,,
55_19_0_1043,female,not hispanic,white,0.0,0.983526343,-0.687191857,0.284356016,,,0.442204247,-0.130473143,-0.697490925,,,,,,,,,,,,,,,,,
55_19_0_1044,male,not hispanic,white,0.0,0.866750416,0.672789397,-0.479979052,-0.254240733,0.378728528,,-0.242444403,,57.0,,48.0,,,,,,,,,,,,,,
55_19_0_1045,male,not hispanic,white,0.0,0.47812123,-0.43898173,-1.915469774,,,0.181914159,0.246687068,0.743174888,,,,,,,,,,,,,,,,,
55_19_0_1046,female,not hispanic,white,0.0,-1.8695606,-1.529714707,-0.718648778,-2.160636582,-1.732817405,,-1.490434563,,44.0,,36.0,,,,,,,,,,,,,,
55_19_0_1047,female,not hispanic,white,0.0,0.06256473,-1.051406355,-0.197101877,,,-0.81259863,-0.35807174,-0.276295995,,,,,,,,,,,,,,,,,
55_19_0_1048,female,hispanic,multi-racial,0.0,-0.859141331,-1.350265467,-1.586108697,-1.330604038,-2.208331406,,-1.48558744,,19.0,,20.0,,,,,,,,,,,,,,
55_19_0_1049,female,not hispanic,white,0.0,0.289608463,-0.66875575,,,,-0.503345389,-1.27825868,-1.163312662,,,,,,,,,,,,,,,,,
55_19_0_1050,male,not hispanic,white,0.0,-0.285749228,-0.752698577,-0.612472168,-1.228730503,-0.760949513,,-2.323891978,,28.0,,17.0,,,,,,,,,,,,,,
55_19_0_1051,male,not hispanic,white,0.0,-1.635509452,-1.32094998,-0.95045257,,,-0.485590645,-0.082326765,-1.57185596,,,,,,,,,,,,,,,,,
55_19_0_1052,male,hispanic,white,0.0,-0.472958207,-2.330603465,-0.936221335,-2.160636582,-1.495200387,,-0.418170465,,13.0,,18.0,,,,,,,,,,,,,,
55_19_0_1053,male,not hispanic,white,0.0,-0.307381116,-0.813187451,-0.883589186,,,-0.495308783,-1.376164373,-1.530990302,,,,,,,,,,,,,,,,,
55_19_0_1054,female,not hispanic,white,0.0,0.089468339,-0.494674691,-0.964825928,-2.160636582,0.280092441,,-0.183653901,,35.0,,32.0,,,,,,,,,,,,,,
55_19_0_1055,female,not hispanic,white,0.0,0.983526343,-2.257350842,-1.114239573,,,-1.948025505,0.211711019,-0.572619584,,,,,,,,,,,,,,,,,
55_19_0_1056,female,not hispanic,white,0.0,-1.8695606,-1.797950982,-1.025842996,-2.160636582,-0.826407527,,-1.165967728,,18.0,,15.0,,,,,,,,,,,,,,
55_19_0_1057,male,not hispanic,white,0.0,0.983526343,-0.091820686,-0.002135561,,,-0.577936663,-1.32376823,-0.604409167,,,,,,,,,,,,,,,,,
55_19_0_1058,female,not hispanic,white,0.0,0.232313333,-0.760852574,-0.376381575,-1.073825456,-0.506829599,,-1.542097082,,51.0,,34.0,,,,,,,,,,,,,,
55_19_0_1059,female,not hispanic,white,0.0,0.983526343,-0.230016802,-0.312790235,,,-0.576778616,-0.894970145,-0.383953204,,,,,,,,,,,,,,,,,
55_19_0_1060,female,not hispanic,white,0.0,0.479225206,-0.249080259,-0.392799348,-1.208534722,-0.381922967,,0.279413229,,36.0,,28.0,,,,,,,,,,,,,,
55_19_0_1061,,,,,-0.668371976,-1.444640267,-0.347214163,,,0.177024859,-1.320254986,-0.906253167,,,,,,,,,,,,,,,,,
55_19_0_1062,female,not hispanic,white,0.0,0.209039096,-0.832227896,-1.685904481,-1.725138538,-1.255818755,,-1.031160625,,26.0,,28.0,,,,,,,,,,,,,,
55_19_0_1063,female,not hispanic,white,0.0,0.973404148,-0.319130395,-0.647058651,,,-0.503737182,-1.32376823,-0.276295995,,,,,,,,,,,,,,,,,
55_19_0_1064,male,not hispanic,white,0.0,0.703050454,-1.423256403,-0.827537877,-1.224755401,-0.732908096,,0.383843667,,30.0,,26.0,,,,,,,,,,,,,,
55_19_0_1065,female,not hispanic,white,0.0,-1.635509452,-1.136316896,-1.12175363,,,-1.257783349,-1.201371729,-1.060426526,,,,,,,,,,,,,,,,,
55_19_0_1066,male,not hispanic,white,0.0,0.184906408,-0.775289417,-1.713756109,-0.656974425,-0.408570854,,-0.483350797,,33.0,,25.0,,,,,,,,,,,,,,
55_19_0_1067,female,not hispanic,white,0.0,-0.286172313,-0.944479486,-0.300709385,-0.647557529,0.173759258,,-0.95899694,,39.0,,39.0,,,,,,,,,,,,,,
55_19_0_1068,female,not hispanic,white,0.0,0.955977004,-0.084819679,-0.551910058,-1.302675064,-0.454801354,,0.036457956,,29.0,,28.0,,,,,,,,,,,,,,
55_19_0_1069,male,not hispanic,white,0.0,-1.635509452,-2.257350842,-1.100406764,,,-1.225390017,-2.05947567,0.200640469,,,,,,,,,,,,,,,,,
55_21_0_3000,female,not hispanic,white,0.0,,-0.525659796,,-0.769712367,-0.768984743,-0.454260351,-0.901934021,,,,20.0,,,9.0,16.0,,,99.0,9.0,101.0,27.0,,,11.0,28.0
55_21_0_3001,,,,,,-2.255384668,,-1.539457782,-2.506702101,-1.282669982,-1.600387569,,4.0,,,,,,,,,,,,,,,,
55_21_0_3002,,,,,,-2.255384668,,-2.048978015,-1.233989323,-1.06153882,-0.112010629,,2.0,,29.0,,,9.0,16.0,,,76.0,0.0,83.0,17.0,,,12.0,31.0
55_21_0_3003,male,not hispanic,white,0.0,,-0.968490962,,-2.048978015,-1.133781597,-0.568633595,-1.439892175,,10.0,,30.0,,,11.0,18.0,,,91.0,5.0,83.0,17.0,,,9.0,22.0
55_21_0_3005,,,,,,-2.255384668,,,-3.138415299,-1.06153882,,,41.0,,,,,,,,,,,,,,,,
55_21_0_3006,,,,,,-0.340922421,,-2.048978015,-0.630299405,-0.133203217,-0.332245377,,25.0,,29.0,,,10.0,17.0,,,86.0,3.0,90.0,21.0,,,10.0,25.0
55_21_0_3007,,,,,,-1.80978954,,-2.048978015,-1.186274188,-0.617602538,-2.373450344,,34.0,,45.0,,,8.0,15.0,,,76.0,0.0,81.0,16.0,,,10.0,25.0
55_21_0_3008,,,,,,-1.796132528,,-2.048978015,-1.149559792,-1.050871841,-1.600387569,,3.0,,24.0,,,10.0,17.0,,,76.0,0.0,81.0,16.0,,,,
55_21_0_3009,,,,,,-2.255384668,,-2.048978015,-2.175390254,-1.048477533,-0.839073457,,20.0,,17.0,,,8.0,14.0,,,83.0,2.0,88.0,20.0,,,5.0,4.0
55_21_0_3010,,,,,,-0.097854706,,-2.048978015,-0.9872057,-1.29334035,-0.903908063,,50.0,,34.0,,,10.0,17.0,,,104.0,12.0,116.0,40.0,,,11.0,27.0
55_21_0_3011,,,,,,-2.255384668,,-2.048978015,-2.548055765,0.095790987,-1.439892175,,8.0,,19.0,,,5.0,11.0,,,80.0,1.0,83.0,17.0,,,1.0,0.0
55_21_0_3012,female,,multi-racial,1.0,,-1.023893776,,-2.048978015,-0.54726103,-0.208310888,-2.037290756,,48.0,,27.0,,,10.0,17.0,,,91.0,5.0,84.0,18.0,,,10.0,23.0
55_22_0_4000,,,,,0.265113693,0.466403096,-1.520195509,,-1.063267086,,,-1.395600563,,,,,,10.0,17.0,,,107.0,14.0,116.0,40.0,,,9.0,19.0
55_22_0_4001,,,,,-0.392655191,-2.055859847,-1.292964184,-2.137801366,-1.521579017,,,-1.896567952,,,,,,13.0,20.0,,,93.0,6.0,91.0,22.0,,,8.0,17.0
55_22_0_4002,female,not hispanic,white,0.0,0.909690465,0.665966084,-0.661704645,-0.088577101,-0.188504285,,,-0.455365443,,,,,,13.0,20.0,,,93.0,6.0,114.0,38.0,,,12.0,33.0
55_22_0_4003,,,,,-1.626013165,-1.258291983,-1.302719437,-2.137801366,-0.547840669,,,-0.612818952,,,,,,11.0,18.0,,,95.0,7.0,103.0,28.0,,,13.0,38.0
55_22_0_4004,,,,,-0.552693697,-0.725649357,0.687210764,-2.137801366,-0.638352941,,,-0.421217551,,,,,,10.0,17.0,,,80.0,1.0,93.0,23.0,,,11.0,29.0
55_22_0_4005,,,,,0.265113693,-0.974070833,0.687210764,-0.522978569,0.969189435,,,1.050198608,,,,,,15.0,21.0,,,91.0,5.0,103.0,28.0,,,14.0,43.0
55_22_0_4006,,,,,-0.263005817,-0.722505472,-0.337557751,-1.253316301,-0.165420361,,,-1.788532463,,,,,,,,,,,,,,,,,
55_22_0_4007,,,,,-1.626013165,-1.734866166,-1.172659916,-2.137801366,-0.509207249,,,-1.153406179,,,,,,11.0,18.0,,,102.0,11.0,116.0,40.0,,,14.0,41.0
55_22_0_4008,,,,,-0.263005817,-0.54732572,-1.546674324,-2.137801366,-0.993602253,,,-0.257792178,,,,,,13.0,20.0,,,97.0,8.0,123.0,47.0,,,11.0,30.0
55_22_0_4009,,,,,-0.837584276,-0.829101452,,,,,,-1.894424018,,,,,,7.0,13.0,,,76.0,0.0,97.0,25.0,,,8.0,17.0
55_22_0_4010,,,,,0.04728362,-0.668352095,,,,,,-0.096236508,,,,,,13.0,20.0,,,93.0,6.0,101.0,27.0,,,13.0,37.0
55_22_0_4011,,,,,-0.008346406,-0.45436685,,,,,,0.125946583,,,,,,13.0,20.0,,,101.0,10.0,105.0,30.0,,,14.0,42.0
55_22_0_4012,,,,,0.670535841,0.226561611,,,,,,0.325577664,,,,,,12.0,19.0,,,93.0,6.0,108.0,33.0,,,11.0,28.0
55_22_0_4014,,,,,-0.259134914,-0.288823336,,,,,,0.443685072,,,,,,12.0,19.0,,,91.0,5.0,104.0,29.0,,,16.0,48.0
55_22_0_4015,,,,,0.249137273,-0.563908971,,,,,,0.129330589,,,,,,13.0,20.0,,,93.0,6.0,104.0,29.0,,,14.0,41.0
55_22_0_4018,,,,,,,-1.87939335,0.290075222,0.158744882,,,,,,,,,,,,,,,,,,,,
55_22_0_4019,,,,,,-0.15052381,0.647180122,-0.611646378,0.245762013,,,,,,,,,15.0,21.0,,,97.0,8.0,107.0,32.0,,,13.0,35.0
55_22_0_4020,,,,,,-1.394416455,-0.311129462,-0.826902628,-0.380123621,,,,,,,,,12.0,19.0,,,93.0,6.0,104.0,29.0,,,10.0,24.0
55_22_0_4021,,,,,,-1.196680889,-0.859996952,-0.530084322,-0.721878998,,,,,,,,,11.0,18.0,,,93.0,6.0,107.0,32.0,,,12.0,34.0
55_22_0_4024,,,,,,-0.562811664,-0.55018426,-0.334264097,-0.589016505,,,,,,,,,13.0,20.0,,,88.0,4.0,109.0,34.0,,,14.0,40.0
55_22_0_4027,,,,,0.511122666,-0.087259843,,,,,,-0.879442482,,,,,,12.0,19.0,,,95.0,7.0,107.0,32.0,,,14.0,39.0
55_22_0_4028,,,,,1.114953573,0.345509613,,,,,,-0.953629316,,,,,,13.0,20.0,,,111.0,17.0,126.0,50.0,,,15.0,44.0
55_22_0_4029,,,,,-0.103790017,-0.45436685,,,,,,-0.002241775,,,,,,11.0,18.0,,,119.0,23.0,120.0,44.0,,,14.0,40.0
55_22_0_4030,,,,,-0.886153264,-2.307407777,,,,,,-1.745529852,,,,,,8.0,14.0,,,76.0,0.0,93.0,23.0,,,8.0,17.0
55_22_0_4032,,,,,1.27577104,-0.45436685,,,,,,0.150750372,,,,,,10.0,17.0,,,108.0,15.0,110.0,35.0,,,17.0,51.0
55_22_0_4034,,,,,0.185710482,-0.45436685,,,,,,,,,,,,,,,,,,,,,,,
55_22_0_4058,,,,,,-0.510551906,0.126214332,-0.008794221,0.107941965,,,,,,,,,15.0,21.0,,,105.0,13.0,112.0,36.0,,,14.0,41.0
55_22_0_4061,,,,,,-1.014284448,-0.823013712,-0.925570317,-0.993039246,,,,,,,,,12.0,19.0,,,102.0,11.0,122.0,46.0,,,,
55_22_0_4063,female,not hispanic,white,0.0,,-0.202162421,-0.383872218,-0.655018542,-0.455977583,,,,,,,,,17.0,22.0,,,102.0,11.0,120.0,44.0,,,13.0,38.0
55_22_0_4064,,,,,,-0.371756172,0.142971966,0.064561186,0.009504562,,,,,,,,,15.0,21.0,,,110.0,16.0,106.0,31.0,,,18.0,56.0
55_22_0_4066,,,,,0.606891354,0.046402986,,,,,,0.537538615,,,,,,17.0,22.0,,,105.0,13.0,118.0,42.0,,,15.0,47.0
55_22_0_4067,,,,,0.441583452,-0.368203745,,,,,,0.156403383,,,,,,13.0,20.0,,,97.0,8.0,103.0,28.0,,,17.0,51.0
55_22_0_4069,female,not hispanic,white,0.0,0.393682919,-0.970681337,,,,,,-0.01977283,,,,,,11.0,18.0,,,101.0,10.0,104.0,29.0,,,15.0,47.0
55_22_0_4070,,,,,0.573334298,,,,,,,,,,,,,,,,,,,,,,,,
55_22_0_4071,,,,,0.626723809,-0.123108536,,,,,,-0.241255402,,,,,,15.0,21.0,,,113.0,18.0,127.0,51.0,,,14.0,43.0
55_22_0_4072,,,,,0.338210914,-0.72386307,,,,,,-0.721039338,,,,,,11.0,18.0,,,88.0,4.0,112.0,36.0,,,16.0,48.0
55_22_0_4074,,,,,0.083968781,0.089179508,,,,,,-0.420833958,,,,,,15.0,21.0,,,93.0,6.0,108.0,33.0,,,14.0,43.0
55_22_0_4092,,,,,,,,-0.513381129,0.400409597,,,,,,,,,,,,,,,,,,,,
55_22_0_4098,,,,,,-0.137939413,0.213351881,-0.151863713,0.502578737,,,,,,,,,15.0,21.0,,,99.0,9.0,107.0,32.0,,,14.0,40.0
55_22_0_4107,,,,,0.777433717,-2.307407777,,,,,,,,,,,,,,,,,,,,,,,
55_22_0_4205,,,,,,-0.696494762,-1.371821326,-0.923819306,-1.714134336,,,,,,,,,8.0,14.0,,,88.0,4.0,104.0,29.0,,,12.0,33.0
55_22_0_4206,female,not hispanic,white,0.0,,-0.698808995,-0.311540961,0.90980115,0.331342073,,,,,,,,,17.0,22.0,,,95.0,7.0,114.0,38.0,,,,
55_22_0_4209,,,,,,-0.56902528,-1.087020928,-0.756735011,-0.727969482,,,,,,,,,10.0,17.0,,,102.0,11.0,125.0,49.0,,,10.0,24.0
55_22_0_4215,male,not hispanic,white,0.0,-0.259134914,-0.668352095,,,,,,0.235414009,,,,,,10.0,17.0,,,80.0,1.0,99.0,26.0,,,,
55_22_0_4223,,,,,-0.256986185,-0.846136287,-1.886144985,-2.137801366,-1.013721406,,,-1.273130509,,,,,,9.0,16.0,,,83.0,2.0,91.0,22.0,,,9.0,21.0
55_22_0_4224,,,,,,-0.631439941,-0.813795011,-0.023361711,-0.262998747,,,,,,,,,13.0,20.0,,,95.0,7.0,99.0,26.0,,,14.0,43.0
55_22_0_4225,,,,,,-0.636698206,-2.797213341,0.131412416,0.912914054,,,,,,,,,15.0,21.0,,,80.0,1.0,97.0,25.0,,,14.0,40.0
55_22_0_4227,,,,,,-0.696494762,0.647180122,-0.031444113,-0.029322768,,,,,,,,,13.0,20.0,,,111.0,17.0,133.0,56.0,,,17.0,53.0
55_22_0_4228,,,,,,,-2.566035242,-2.137801366,-2.834572416,,,,,,,,,,,,,,,,,,,,
55_22_0_4229,,,,,,-2.315712213,-1.707100093,-2.137801366,-3.375420021,,,,,,,,,3.0,8.0,,,83.0,2.0,93.0,23.0,,,6.0,10.0
55_22_0_4235,male,not hispanic,white,0.0,0.458476283,-0.444545364,,,,,,-0.741556968,,,,,,13.0,20.0,,,97.0,8.0,103.0,28.0,,,11.0,29.0
66_19_0_1000,female,not hispanic,black or african american,0.0,-0.186491148,-1.13767888,-0.230566347,-1.158153068,-1.30694872,,-0.229996553,,40.0,,23.0,,,,,,,,,,,,,,
66_19_0_1001,female,not hispanic,black or african american,0.0,-0.81052869,-1.364569095,-3.02602755,,,-0.499693885,-0.234733032,-0.276295995,,,,,,,,,,,,,,,,,
66_19_0_1002,male,not hispanic,black or african american,0.0,,,-0.686722293,-0.601980043,-1.141245848,-0.040635115,,0.235879591,,30.0,28.0,,,,,,,,,,,,,,
66_19_0_1003,female,not hispanic,black or african american,0.0,-0.140724313,-0.687489809,-0.53694083,-2.160636582,-1.242284305,,0.055411584,,29.0,,25.0,,,,,,,,,,,,,,
66_19_0_1004,female,not hispanic,black or african american,0.0,-1.635509452,-1.358764373,0.223885786,,,-1.356329198,-0.42947295,-1.299753518,,,,,,,,,,,,,,,,,
66_19_0_1005,male,not hispanic,black or african american,0.0,,,-1.03257852,-0.974067994,-1.029295128,-0.922592354,,-1.066195361,,15.0,25.0,,,,,,,,,,,,,,
66_19_0_1006,male,not hispanic,black or african american,0.0,-1.8695606,-2.330603465,-2.2299435,-0.983173197,-1.479518902,,0.380037566,,30.0,,32.0,,,,,,,,,,,,,,
66_19_0_1007,female,not hispanic,black or african american,0.0,-1.255084178,-0.731738881,-1.281983241,,,-1.24196819,0.393894918,0.322314616,,,,,,,,,,,,,,,,,
66_19_0_1008,female,not hispanic,black or african american,0.0,,,-1.135706409,-1.45402371,-1.374612928,-0.741292745,,-1.066195361,,7.0,56.0,,,,,,,,,,,,,,
66_19_0_1010,female,not hispanic,black or african american,0.0,-1.635509452,-1.038861714,-0.929069097,,,-1.009958698,0.396600589,-1.056604029,,,,,,,,,,,,,,,,,
66_19_0_1011,male,not hispanic,black or african american,0.0,,,-1.168396838,-0.525539198,-0.485685923,-0.822398655,,0.191723515,,46.0,45.0,,,,,,,,,,,,,,
66_19_0_1012,male,not hispanic,black or african american,0.0,-0.544189455,-0.828141001,-0.524579558,0.603612989,-0.608423532,,-0.867207187,,25.0,,33.0,,,,,,,,,,,,,,
66_19_0_1013,male,not hispanic,black or african american,0.0,-0.487374836,-1.442075921,-2.463911723,,,-1.95451075,-0.671659366,-0.462645002,,,,,,,,,,,,,,,,,
66_19_0_1014,male,not hispanic,black or african american,0.0,,,-2.290676529,-1.979338673,-3.350855225,-1.213897287,,,,,28.0,,,,,,,,,,,,,,
66_19_0_1015,,,,,-0.657518257,-2.330603465,-0.554532455,-2.160636582,-1.256141552,,-0.824551783,,12.0,,26.0,,,,,,,,,,,,,,
66_19_0_1016,female,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-2.247747791,,,-2.091544609,-1.440032225,-1.060426526,,,,,,,,,,,,,,,,,
66_19_0_1018,female,not hispanic,multi-racial,0.0,-0.371878951,-2.330603465,-0.859516767,-1.725138538,-1.270945252,,-2.617118257,,26.0,,51.0,,,,,,,,,,,,,,
66_19_0_1019,male,,black or african american,0.0,-1.255902062,-0.948491627,-0.759832106,,,-0.424613506,0.377867833,-0.10771654,,,,,,,,,,,,,,,,,
66_19_0_1020,female,not hispanic,multi-racial,0.0,,,-2.147485941,-1.979338673,-1.754718509,-0.208351837,,-1.066195361,,27.0,37.0,,,,,,,,,,,,,,
66_19_0_1021,male,not hispanic,black or african american,0.0,-1.476117546,-2.330603465,-2.846915313,-2.160636582,-3.065884957,,-0.785154662,,23.0,,42.0,,,,,,,,,,,,,,
66_19_0_1022,female,not hispanic,black or african american,0.0,-0.466513879,-1.405743731,-1.463079256,,,-1.799436415,-1.329521396,-1.57185596,,,,,,,,,,,,,,,,,
66_19_0_1023,male,not hispanic,black or african american,0.0,,,-0.520828006,-0.210854343,-0.911451606,-0.040635115,,0.191723515,,15.0,39.0,,,,,,,,,,,,,,
66_19_0_1025,female,hispanic,,0.0,-1.635509452,-2.257350842,-1.73441458,,,-2.602384212,-2.05947567,-1.57185596,,,,,,,,,,,,,,,,,
66_19_0_1026,female,not hispanic,black or african american,0.0,,,-1.200487566,-1.979338673,-1.90502155,-1.814269354,,-0.406996128,,13.0,22.0,,,,,,,,,,,,,,
66_19_0_1028,male,hispanic,,1.0,-0.997141233,-2.257350842,-2.791028579,,,-1.926259168,0.376383494,-2.006109753,,,,,,,,,,,,,,,,,
66_19_0_1029,female,,black or african american,0.0,,,-1.127247573,-0.953606463,-1.49245813,-1.546115635,,-0.165580424,,6.0,27.0,,,,,,,,,,,,,,
66_19_0_1030,female,,black or african american,0.0,0.694622969,-0.986611966,-0.898129975,-0.356728557,-1.89383131,,-0.94296153,,50.0,,30.0,,,,,,,,,,,,,,
66_19_0_1031,male,not hispanic,black or african american,0.0,-0.257302751,-0.69103426,-0.62492771,,,-0.261477998,0.430245293,-1.530990302,,,,,,,,,,,,,,,,,
66_19_0_1032,female,,,0.0,,,-1.060739896,-0.102624031,-1.233551747,-0.208351837,,-0.839991992,,22.0,33.0,,,,,,,,,,,,,,
66_19_0_1036,female,not hispanic,white,0.0,-1.8695606,-1.946382807,-0.726964197,-2.160636582,-1.05783307,,-0.573952177,,33.0,,24.0,,,,,,,,,,,,,,
