student_id,gender,ethnicity,race,language,ble_kg_fall,del_kg_fall,rvo_kg_fall,syn_kg_fall,evo_kg_fall,lcp_kg_fall,nwr_kg_fall,srt_kg_fall,lnc_kg_fall,lsc_kg_fall,rao_kg_fall,wppsi4_rv_ss,wppsi4_rv_raw,wppsi4_pn_ss,wppsi4_pn_raw,wppsi4_mr_ss,wppsi4_mr_raw,ktea3_nwd_ss,ktea3_nwd_raw,ktea3_lwr_ss,ktea3_lwr_raw,celf5_sc_ss,celf5_sc_raw,celf5_rs_ss,celf5_rs_raw
11_18_0_0232,,,,,-0.136903287,,-0.031095383,-1.064020102,-0.354248687,-0.208995515,0.462159722,-2.076801865,23.0,,,8.0,20.0,10.0,18.0,15.0,22.0,82.0,1.0,89.0,22.0,11.0,23.0,6.0,13.0
11_18_0_0233,male,not hispanic,white,0.0,0.431511273,,-0.126060358,0.041187728,0.033734124,0.080740527,-0.653530193,0.098005052,30.0,,,13.0,26.0,16.0,22.0,11.0,17.0,91.0,4.0,93.0,25.0,10.0,21.0,8.0,20.0
11_18_0_0234,,,,,0.200166206,,0.325321325,-1.965625904,0.079438888,-0.93711868,-1.026739988,-0.273198881,50.0,,,,,,,,,,,,,,,,
11_19_0_1000,female,not hispanic,white,0.0,0.316526726,-0.533390448,-1.149867779,-0.454907149,-0.776932854,,0.002552498,,34.0,,34.0,,,,,,,,,,,,,,
11_19_0_1001,female,not hispanic,white,0.0,0.983526343,-0.563382576,0.632107298,,,0.910267721,0.661441285,1.117602027,,,,,,,,,,,,,,,,,
11_19_0_1002,male,not hispanic,white,0.0,,,0.061873742,-0.210854343,0.716385049,0.206224186,,-1.066195361,,36.0,48.0,,,,,,,,,,,,,,
11_19_0_1003,male,not hispanic,,0.0,0.215083088,0.319196931,-0.208163694,-0.451379352,0.842856844,,-0.044225848,,24.0,,45.0,,,,,,,,,,,,,,
11_19_0_1004,male,not hispanic,white,0.0,0.077458197,-0.812601161,0.732189543,,,-0.640753643,-0.830991612,-0.68734147,,,,,,,,,,,,,,,,,
11_19_0_1005,female,not hispanic,white,0.0,,,-0.279013026,-0.999305731,0.274487545,-0.6300677,,-0.165580424,,26.0,39.0,,,,,,,,,,,,,,
11_19_0_1006,female,not hispanic,white,0.0,0.45969251,-0.489251828,-0.817818107,-0.437996025,-0.437550161,,-0.630260058,,39.0,,41.0,,,,,,,,,,,,,,
11_19_0_1007,male,not hispanic,white,0.0,0.620503916,-0.820114453,0.059578934,,,-1.090209146,-0.284072405,-0.030215673,,,,,,,,,,,,,,,,,
11_19_0_1008,,,,,,-0.321991893,,-0.345613103,0.416029108,,,,,,51.0,,,,,,,,,,,,,,
11_19_0_1009,male,not hispanic,white,0.0,0.601678048,-0.091456038,-1.762172858,,,-1.39698913,0.254961321,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1011,male,not hispanic,black or african american,0.0,0.1289356,-0.634895239,-1.708068763,-1.37785956,-1.130132499,,-0.562163192,,50.0,,51.0,,,,,,,,,,,,,,
11_19_0_1012,male,not hispanic,white,0.0,0.618388439,-0.206573088,-0.637120917,,,-0.62549635,-0.083361812,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1013,male,hispanic,white,1.0,-0.257302751,-0.982462951,-0.588650879,,,-0.428800025,0.092712647,-0.563542405,,,,,,,,,,,,,,,,,
11_19_0_1014,male,not hispanic,white,0.0,0.955977004,-0.362007693,-1.027613347,-0.477422843,-0.581793576,,-0.52544385,,53.0,,43.0,,,,,,,,,,,,,,
11_19_0_1015,male,not hispanic,asian,0.0,0.65862447,-0.206573088,-0.380232718,,,-0.347545566,-0.012929197,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1016,female,not hispanic,white,0.0,-0.072268593,-0.760852574,-1.066218371,-1.407040625,-1.764372904,,-0.63410999,,51.0,,32.0,,,,,,,,,,,,,,
11_19_0_1017,male,not hispanic,white,0.0,-0.561116001,-0.904932194,-1.715705945,-2.160636582,-0.573430508,,0.154616595,,28.0,,26.0,,,,,,,,,,,,,,
11_19_0_1018,male,not hispanic,white,0.0,1.436016879,-0.509846984,0.059304314,,,-0.03618578,-1.079550803,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1019,male,not hispanic,white,0.0,0.076437569,-1.175233904,-0.804478242,,,-0.509699576,-0.722395023,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1020,male,not hispanic,asian,1.0,0.44769316,-2.330603465,-1.579692098,-1.247801638,-1.9795166,,-1.433532818,,45.0,,37.0,,,,,,,,,,,,,,
11_19_0_1021,male,,asian,1.0,0.983526343,-0.366816913,-0.489612546,,,-0.523676745,-0.570435633,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1022,female,not hispanic,white,0.0,0.089029808,-1.01940145,0.146866922,-0.645279931,-0.381575348,,-0.028884995,,37.0,,37.0,,,,,,,,,,,,,,
11_19_0_1023,female,not hispanic,white,0.0,1.343847237,-0.083821997,-1.092715867,0.169194702,-0.336686695,,0.481038115,,26.0,,40.0,,,,,,,,,,,,,,
11_19_0_1024,female,not hispanic,white,0.0,1.436016879,-0.03328944,-0.017087669,,,-0.428800025,-0.082326765,-1.060426526,,,,,,,,,,,,,,,,,
11_19_0_1025,male,not hispanic,white,0.0,0.414376455,0.262739457,0.732189543,,,0.910267721,-0.289075214,-0.091541669,,,,,,,,,,,,,,,,,
11_19_0_1026,female,not hispanic,white,0.0,0.360757945,-2.330603465,0.525299162,-0.850517608,-0.033063415,,-1.166868689,,29.0,,27.0,,,,,,,,,,,,,,
11_19_0_1027,female,not hispanic,white,0.0,-1.635509452,-2.257350842,-0.504727465,,,-0.347545566,-2.05947567,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1028,male,not hispanic,multi-racial,0.0,1.343847237,0.005599338,0.146866922,-0.300371727,0.043544751,,-0.416482134,,64.0,,39.0,,,,,,,,,,,,,,
11_19_0_1029,male,hispanic,white,0.0,0.49667741,-0.707412883,-0.950834624,-0.669212652,-1.007339826,,-0.04363871,,32.0,,48.0,,,,,,,,,,,,,,
11_19_0_1030,female,not hispanic,white,0.0,,-0.583031278,-0.618293973,,,-0.045919606,-0.206313634,-0.390769559,,,,,,,,,,,,,,,,,
11_19_0_1031,male,not hispanic,white,0.0,-0.063098981,-0.43898173,0.172887582,,,-0.195676351,-1.720242949,-0.15397596,,,,,,,,,,,,,,,,,
11_19_0_1032,male,not hispanic,white,0.0,0.33317238,-0.011264283,0.628458285,0.603612989,0.522633232,,-0.542940515,,50.0,,,,,,,,,,,,,,,,
11_19_0_1033,female,not hispanic,white,0.0,-1.635509452,-2.257350842,-0.478378773,,,0.570941876,-0.160372559,-0.276295995,,,,,,,,,,,,,,,,,
11_19_0_1034,female,not hispanic,white,0.0,-0.491214562,-1.01940145,0.232299521,0.190804689,-0.258912786,,-1.017971823,,39.0,,45.0,,,,,,,,,,,,,,
11_19_0_1035,,,,,-0.979203859,-1.341623346,-2.055961231,-0.345613103,-1.389525523,,-1.605243011,,26.0,,20.0,,,,,,,,,,,,,,
11_19_0_1036,male,not hispanic,white,0.0,1.436016879,-0.146374497,0.732189543,,,0.059371028,0.601712152,0.202997913,,,,,,,,,,,,,,,,,
11_19_0_1037,female,not hispanic,white,0.0,0.414376455,-1.039521824,-0.749177434,,,-0.389711785,0.240202406,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1038,male,not hispanic,white,0.0,0.393794332,-0.384436378,-0.551910058,-0.565567624,-0.165379085,,-2.617118257,,50.0,,32.0,,,,,,,,,,,,,,
11_19_0_1039,female,not hispanic,white,0.0,-0.026949425,-1.155178149,-0.442554921,,,-0.86271926,-0.572317043,-0.191006229,,,,,,,,,,,,,,,,,
11_19_0_1040,female,not hispanic,white,0.0,0.086586318,-0.344286609,-0.415343159,0.190804689,0.514864858,,-0.024658761,,55.0,,49.0,,,,,,,,,,,,,,
11_19_0_1041,female,not hispanic,asian,0.0,-1.8695606,-1.529714707,-0.988772718,-0.25726151,-0.871386459,,-1.370645761,,39.0,,35.0,,,,,,,,,,,,,,
11_19_0_1042,male,not hispanic,white,0.0,-0.18143879,-1.020993721,-1.051830184,,,-0.733230086,-0.333339016,-0.10771654,,,,,,,,,,,,,,,,,
11_19_0_1043,male,not hispanic,white,0.0,-0.234061645,-1.311544414,-0.579814881,,,-0.195676351,-0.012929197,0.64140839,,,,,,,,,,,,,,,,,
11_19_0_1044,male,hispanic,white,0.0,0.306475912,-0.408476245,-0.179119722,-0.370958487,-0.864817509,,-1.921443529,,37.0,,36.0,,,,,,,,,,,,,,
11_19_0_1045,female,not hispanic,white,0.0,0.235378029,-2.257350842,-0.621490697,,,-0.786879436,-1.461337309,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1046,female,hispanic,white,0.0,0.252166993,-0.494674691,-1.213788118,-1.725138538,-1.293652041,,-0.512508649,,37.0,,33.0,,,,,,,,,,,,,,
11_19_0_1047,female,hispanic,other,1.0,-0.142574301,-2.257350842,-0.894856386,,,-0.576008229,-1.091992603,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1048,female,not hispanic,multi-racial,0.0,-0.055068086,-1.558767257,-1.581783341,-2.160636582,-1.721485966,,-2.323891978,,33.0,,18.0,,,,,,,,,,,,,,
11_19_0_1049,female,not hispanic,white,0.0,-0.881912974,-2.257350842,-2.075781483,,,-1.52364148,-1.32376823,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1050,female,not hispanic,white,0.0,0.136635607,-0.417249524,-0.106314677,0.186112095,-0.128455395,,-0.541649884,,38.0,,30.0,,,,,,,,,,,,,,
11_19_0_1051,female,not hispanic,white,0.0,0.414376455,-1.107891203,0.732189543,,,-0.094342433,-0.282662058,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1052,female,not hispanic,white,0.0,0.949463211,-0.220778548,0.628458285,-0.746628093,-0.613324911,,-0.851052673,,31.0,,30.0,,,,,,,,,,,,,,
11_19_0_1053,male,hispanic,other,1.0,-0.71870785,-2.257350842,-1.267084632,,,-1.783521307,-2.05947567,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1054,male,not hispanic,white,0.0,-1.046018682,-2.330603465,-1.78739635,-2.160636582,-1.644467454,,-1.539505579,,16.0,,24.0,,,,,,,,,,,,,,
11_19_0_1055,male,hispanic,,1.0,,-2.257350842,,,,-1.122225,-0.401710928,,,,,,,,,,,,,,,,,,
11_19_0_1056,male,hispanic,white,1.0,-1.8695606,-2.330603465,-2.674660558,-2.160636582,-2.633269952,,-2.11328818,,11.0,,4.0,,,,,,,,,,,,,,
11_19_0_1057,male,not hispanic,white,0.0,-0.026080422,-0.958028156,-0.442554921,,,-0.399119835,-1.720242949,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1058,male,not hispanic,white,0.0,,-0.192511654,,-1.635360299,-2.143021775,,,,,,32.0,,,,,,,,,,,,,,
11_19_0_1059,female,not hispanic,white,0.0,-1.635509452,-2.257350842,-1.452880008,,,-1.123529059,-2.05947567,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1061,female,not hispanic,white,0.0,0.978734489,0.262739457,-0.56739194,,,0.34349508,0.593128166,-1.41613753,,,,,,,,,,,,,,,,,
11_19_0_1062,female,not hispanic,white,0.0,-0.243228744,-0.369278875,0.628458285,-0.345613103,-0.010015543,,-0.988901044,,44.0,,50.0,,,,,,,,,,,,,,
11_19_0_1063,female,not hispanic,multi-racial,0.0,0.043551961,-2.257350842,-2.270972903,,,-1.469019041,-2.593557871,-1.69895842,,,,,,,,,,,,,,,,,
11_19_0_1065,male,not hispanic,black or african american,0.0,-0.074539788,-0.948491627,-0.83938702,,,-1.838338229,-1.1698802,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1066,female,not hispanic,black or african american,0.0,-0.405126837,0.672789397,0.211585662,-2.160636582,-1.647477981,,0.114190286,,1.0,,26.0,,,,,,,,,,,,,,
11_19_0_1067,female,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-0.936639664,,,-0.411480039,-1.012996716,-0.300494047,,,,,,,,,,,,,,,,,
11_19_0_1068,male,not hispanic,black or african american,0.0,-0.063279368,-2.330603465,-0.900938084,-2.160636582,-1.240643297,,-0.161226767,,24.0,,25.0,,,,,,,,,,,,,,
11_19_0_1069,,,,,-0.551189116,-2.257350842,-2.80069007,,,-2.101833437,-1.765323393,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1070,male,not hispanic,black or african american,0.0,0.255911933,-1.341623346,-0.341801028,-0.520760946,-1.283462949,,0.057649331,,31.0,,,,,,,,,,,,,,,,
11_19_0_1071,male,not hispanic,multi-racial,0.0,-0.022706803,-1.111748611,-1.16260926,,,-1.125834095,-1.1698802,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1072,male,not hispanic,multi-racial,0.0,-0.243228744,-1.797950982,-1.747687552,-2.160636582,-1.699676852,,-1.089761567,,25.0,,41.0,,,,,,,,,,,,,,
11_19_0_1073,female,not hispanic,black or african american,0.0,-0.677140312,-1.583830037,-0.592774392,,,-0.762343968,-0.401710928,-0.47700211,,,,,,,,,,,,,,,,,
11_19_0_1074,female,not hispanic,black or african american,0.0,0.949463211,-0.413222889,-0.998750242,-0.979589003,-0.586558793,,0.401806571,,41.0,,25.0,,,,,,,,,,,,,,
11_19_0_1075,female,not hispanic,white,0.0,-1.635509452,-2.257350842,-1.918199015,,,-1.902265613,-1.357832663,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1076,female,not hispanic,multi-racial,0.0,-0.214070936,-2.330603465,-0.179119722,-2.160636582,-1.050359918,,-0.678847749,,40.0,,32.0,,,,,,,,,,,,,,
11_19_0_1077,female,not hispanic,black or african american,0.0,-0.81052869,-2.257350842,-1.606743937,,,-1.902370916,-1.47842446,-1.190292737,,,,,,,,,,,,,,,,,
11_19_0_1078,male,not hispanic,black or african american,0.0,-1.27041113,-2.330603465,-2.19932057,-2.160636582,-1.593000188,,-1.068130733,,33.0,,26.0,,,,,,,,,,,,,,
11_19_0_1079,female,not hispanic,black or african american,0.0,0.618388439,-2.257350842,-1.607691774,,,-0.676463176,-0.60534684,-0.922164217,,,,,,,,,,,,,,,,,
11_19_0_1080,male,not hispanic,black or african american,0.0,0.314705615,-1.797950982,-1.160326474,-0.020265777,-0.879881296,,-1.137129601,,43.0,,33.0,,,,,,,,,,,,,,
11_19_0_1081,male,not hispanic,black or african american,0.0,0.415933541,-0.43898173,-1.052203864,,,-0.634084421,-0.012929197,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1082,male,not hispanic,black or african american,0.0,0.136185188,-0.252491626,-0.905381746,-2.160636582,-1.641067614,,0.01907021,,42.0,,23.0,,,,,,,,,,,,,,
11_19_0_1083,male,not hispanic,black or african american,1.0,0.572709895,0.078870602,-0.247899742,,,-0.01920199,-0.861503531,-0.47700211,,,,,,,,,,,,,,,,,
11_19_0_1084,female,not hispanic,black or african american,0.0,0.303519007,-0.509828951,-1.152560792,-0.674468003,-0.970274707,,0.22199477,,37.0,,45.0,,,,,,,,,,,,,,
11_19_0_1085,female,,black or african american,0.0,-0.330626284,-1.883675727,-1.101120259,,,-1.046202919,-0.017356215,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1086,female,not hispanic,black or african american,0.0,-0.186491148,-1.566410177,-0.978051906,-1.246901498,-0.253373952,,0.142832597,,30.0,,32.0,,,,,,,,,,,,,,
11_19_0_1087,female,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-1.566977928,,,-0.964484256,-1.111662186,-0.572619584,,,,,,,,,,,,,,,,,
11_19_0_1088,male,,black or african american,0.0,-0.405126837,-1.186578974,-1.385667061,-0.908885992,-1.267399308,,-0.512985694,,16.0,,36.0,,,,,,,,,,,,,,
11_19_0_1090,male,not hispanic,white,0.0,0.659965382,-0.634895239,-0.415343159,-0.822265954,0.005610887,,0.966147623,,68.0,,55.0,,,,,,,,,,,,,,
11_19_0_1091,male,,black or african american,0.0,0.221589273,-0.664159983,-1.099967282,,,-1.733102538,-0.808151962,-1.487152976,,,,,,,,,,,,,,,,,
11_19_0_1092,male,not hispanic,black or african american,0.0,0.318353278,-0.775929238,-1.259754644,-0.832175801,-0.827286129,,-0.341336556,,35.0,,37.0,,,,,,,,,,,,,,
11_19_0_1093,male,not hispanic,black or african american,0.0,0.618388439,-0.469522745,-0.955995201,,,-0.503345389,0.549238449,-0.697490925,,,,,,,,,,,,,,,,,
11_19_0_1094,female,not hispanic,white,0.0,1.343847237,0.005599338,0.032919632,0.210538031,0.378728528,,-0.113526351,,25.0,,35.0,,,,,,,,,,,,,,
11_19_0_1095,male,not hispanic,white,0.0,1.436016879,0.078870602,0.001815267,,,-0.14240371,-0.977705867,-0.418739525,,,,,,,,,,,,,,,,,
11_19_0_1096,male,not hispanic,multi-racial,0.0,-0.355639939,-1.341623346,-1.01835745,-1.025835511,-0.770037971,,-0.311289267,,30.0,,30.0,,,,,,,,,,,,,,
11_19_0_1097,male,not hispanic,black or african american,0.0,0.65862447,-2.257350842,-1.34151364,,,-1.20397006,-1.32376823,-1.411901971,,,,,,,,,,,,,,,,,
11_19_0_1098,female,not hispanic,asian,1.0,0.376732394,-0.948031947,-1.260729625,-1.219698565,-1.197704875,,0.656262724,,44.0,,27.0,,,,,,,,,,,,,,
11_19_0_1099,male,not hispanic,white,0.0,0.276173345,-1.442075921,-0.579493283,,,-0.371409309,-1.818160842,-1.152937362,,,,,,,,,,,,,,,,,
11_19_0_1100,male,,multi-racial,0.0,0.663611794,-0.508237851,-0.649043458,-1.4941852,-0.712645319,,0.239707572,,40.0,,28.0,,,,,,,,,,,,,,
11_19_0_1101,female,not hispanic,asian,1.0,0.9015188,-0.751129229,-0.534025026,,,-0.300658215,-0.317650334,-0.388018284,,,,,,,,,,,,,,,,,
11_19_0_1102,female,,black or african american,0.0,0.295459291,0.239933399,-0.963666469,-1.635360299,-0.72108769,,1.232970327,,65.0,,40.0,,,,,,,,,,,,,,
11_19_0_1103,female,not hispanic,black or african american,0.0,-0.247829892,-0.818704315,-1.28454679,,,-1.386827531,-0.732813984,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1104,male,not hispanic,white,0.0,0.089468339,-0.634895239,-1.405138242,-2.160636582,-0.04154042,,0.256704338,,40.0,,30.0,,,,,,,,,,,,,,
11_19_0_1105,female,not hispanic,black or african american,0.0,0.415933541,-0.563178874,-0.564485016,,,-1.001797308,-1.305750451,-1.152937362,,,,,,,,,,,,,,,,,
11_19_0_1106,female,not hispanic,black or african american,0.0,-0.243228744,-0.494674691,-0.827883421,-0.367200428,-0.889732532,,-1.54372348,,36.0,,32.0,,,,,,,,,,,,,,
11_19_0_1107,male,not hispanic,white,0.0,0.325308502,0.262739457,0.001815267,,,0.181914159,-0.716687431,-1.025447771,,,,,,,,,,,,,,,,,
11_19_0_1108,male,not hispanic,white,0.0,0.308292201,-1.155770739,-0.959363453,-2.160636582,-0.093302052,,-1.165967728,,23.0,,28.0,,,,,,,,,,,,,,
11_19_0_1109,female,not hispanic,black or african american,0.0,0.983526343,-0.459026684,-1.534974327,,,-1.120121067,-1.195841394,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1110,female,not hispanic,black or african american,0.0,0.086586318,-2.330603465,-1.159853987,-2.160636582,-2.974115645,,-0.850590908,,30.0,,31.0,,,,,,,,,,,,,,
11_19_0_1111,male,not hispanic,black or african american,0.0,-0.71870785,-2.257350842,-1.534178777,,,-1.627211433,-1.2027859,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1112,female,not hispanic,white,0.0,-1.8695606,0.048004976,-0.607458277,-0.797557868,0.197441667,,-1.356867015,,41.0,,38.0,,,,,,,,,,,,,,
11_19_0_1113,female,not hispanic,white,0.0,0.430520499,-0.091456038,-0.162506445,,,-0.195676351,-0.491013285,0.14154967,,,,,,,,,,,,,,,,,
11_19_0_1114,,,,,0.149297882,-0.932101014,-0.07487375,-1.756505231,-0.344995247,,-0.559987031,,33.0,,32.0,,,,,,,,,,,,,,
11_19_0_1115,female,hispanic,multi-racial,1.0,0.415933541,-0.525349075,-0.143519482,,,0.34349508,-0.077217979,-0.701029664,,,,,,,,,,,,,,,,,
11_19_0_1116,male,not hispanic,black or african american,0.0,-0.243228744,-1.295717011,-0.849252663,-2.160636582,-1.25154826,,-0.559987031,,18.0,,22.0,,,,,,,,,,,,,,
11_19_0_1117,female,hispanic,white,1.0,0.277514691,-0.206573088,0.632107298,,,0.095152779,-0.507335159,-0.344942984,,,,,,,,,,,,,,,,,
11_19_0_1118,female,not hispanic,black or african american,0.0,-0.121823749,-1.979993799,-1.51860328,-0.909723737,-0.373694239,,-0.133893438,,37.0,,27.0,,,,,,,,,,,,,,
11_19_0_1119,female,not hispanic,black or african american,0.0,-0.606454104,-2.257350842,-1.095848559,,,-1.205392232,-0.711661755,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1120,male,not hispanic,white,0.0,-0.135827561,-1.100830352,-0.875848872,-0.910910776,-1.079980027,,-1.30718249,,21.0,,26.0,,,,,,,,,,,,,,
11_19_0_1121,male,not hispanic,black or african american,0.0,0.235378029,-0.727734628,-0.331169467,,,-1.111277154,-1.402528629,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1122,female,not hispanic,,0.0,-0.048605819,-0.605757066,-1.446608757,-0.663782517,-0.859278071,,-0.910770541,,28.0,,23.0,,,,,,,,,,,,,,
11_19_0_1123,,,,,0.983526343,-0.915994048,-0.888032939,,,-0.324549392,0.593128166,0.557447916,,,,,,,,,,,,,,,,,
11_19_0_1124,male,not hispanic,multi-racial,0.0,0.033849825,-0.575749411,-0.903268386,-2.160636582,-0.522582927,,-1.338704647,,28.0,,32.0,,,,,,,,,,,,,,
11_19_0_1125,male,hispanic,other,1.0,0.271760127,-2.257350842,-2.075395829,,,-2.145790511,-1.561397108,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1126,female,not hispanic,black or african american,1.0,0.661077173,-1.341623346,-0.196508323,0.161075879,-0.517446225,,-0.311289267,,38.0,,34.0,,,,,,,,,,,,,,
11_19_0_1127,female,not hispanic,black or african american,0.0,0.65862447,-0.206573088,-0.430436206,,,-0.836597172,-0.896014281,0.14154967,,,,,,,,,,,,,,,,,
11_19_0_1128,male,not hispanic,black or african american,0.0,0.668669595,-0.634895239,-0.256328826,0.190804689,-0.359315983,,-0.280274189,,28.0,,29.0,,,,,,,,,,,,,,
11_19_0_1129,male,not hispanic,native hawaiian or other pacific islander,0.0,0.65862447,-0.317049816,-0.732755318,,,-0.894534962,-1.543537534,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1130,male,not hispanic,black or african american,0.0,0.759819035,0.005599338,0.302309931,-0.342805771,0.035752395,,-0.542940515,,50.0,,25.0,,,,,,,,,,,,,,
11_19_0_1131,female,not hispanic,black or african american,0.0,1.343847237,-1.208547719,0.00610326,-1.129919186,-0.487323951,,-0.063081574,,33.0,,35.0,,,,,,,,,,,,,,
11_19_0_1132,male,not hispanic,black or african american,0.0,0.9015188,-0.54807193,-1.308918744,,,-0.767577663,-0.27504409,0.123676162,,,,,,,,,,,,,,,,,
11_19_0_1133,male,not hispanic,,0.0,-0.405126837,-2.330603465,-1.632369291,-1.440351427,-2.722169552,,-0.230063649,,8.0,,6.0,,,,,,,,,,,,,,
11_19_0_1134,male,not hispanic,black or african american,0.0,0.65862447,0.262739457,0.161523351,,,-0.792666295,-1.047503795,-0.238239484,,,,,,,,,,,,,,,,,
11_19_0_1135,,,,,-0.025274282,-2.330603465,-1.380082277,-0.832175801,-0.895612815,,0.321954231,,30.0,,25.0,,,,,,,,,,,,,,
11_19_0_1136,female,not hispanic,black or african american,0.0,0.44893852,0.262739457,0.159225491,,,-0.503737182,-0.077217979,0.625865001,,,,,,,,,,,,,,,,,
11_19_0_1137,male,not hispanic,black or african american,0.0,-1.8695606,-2.330603465,-1.102068175,-2.160636582,-2.306143224,,-1.089761567,,49.0,,33.0,,,,,,,,,,,,,,
11_19_0_1138,,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-1.535858365,,,-1.844785928,-0.90797566,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1139,female,not hispanic,black or african american,0.0,-1.8695606,-2.330603465,-2.39785749,-2.160636582,-2.020941689,,-1.486309438,,19.0,,19.0,,,,,,,,,,,,,,
11_19_0_1141,male,hispanic,white,1.0,-0.599650619,-2.330603465,-1.465253243,-1.756505231,-2.168797525,,-0.623364992,,25.0,,30.0,,,,,,,,,,,,,,
11_19_0_1142,female,not hispanic,other,1.0,0.100704099,-1.063676824,-0.95719012,,,-0.758309241,-1.699421294,-1.060426526,,,,,,,,,,,,,,,,,
11_19_0_1143,male,not hispanic,white,0.0,-0.037546248,-1.164975043,-1.151676421,-0.909723737,-0.763050806,,-0.262098727,,29.0,,25.0,,,,,,,,,,,,,,
11_19_0_1144,female,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-1.981535652,,,-1.698984165,-1.765323393,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1145,male,not hispanic,black or african american,0.0,-0.132818694,-0.734576917,-0.786196873,-0.553201978,-0.343966991,,-1.118799163,,39.0,,29.0,,,,,,,,,,,,,,
11_19_0_1146,female,not hispanic,black or african american,0.0,-0.677140312,-1.261863346,-1.19995316,,,-0.503345389,-1.153800889,-0.388018284,,,,,,,,,,,,,,,,,
11_19_0_1147,female,not hispanic,multi-racial,0.0,-0.983398283,-1.13767888,-1.297517406,-1.275640826,-0.61642628,,-0.613902287,,30.0,,27.0,,,,,,,,,,,,,,
11_19_0_1148,female,not hispanic,white,0.0,-0.882142881,-2.257350842,-0.365088942,,,-1.567750203,-0.775633326,-1.395668075,,,,,,,,,,,,,,,,,
11_19_0_1149,male,not hispanic,white,0.0,-0.243228744,-1.13767888,0.232299521,-0.899191791,-0.550764783,,0.340399368,,33.0,,44.0,,,,,,,,,,,,,,
11_19_0_1150,female,not hispanic,black or african american,0.0,0.21733584,-1.002463988,-1.080367737,,,-0.503737182,-0.896014281,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1151,male,not hispanic,white,0.0,-1.027856908,-1.341623346,-0.848973819,-0.479307407,-0.045461402,,-1.542097082,,33.0,,30.0,,,,,,,,,,,,,,
11_19_0_1152,female,not hispanic,white,0.0,0.04197041,-0.98461227,-0.497682536,,,-0.410722972,-1.442456633,-0.38063919,,,,,,,,,,,,,,,,,
11_19_0_1153,female,not hispanic,black or african american,0.0,-1.8695606,-2.330603465,-2.144320411,-1.407040625,-2.012588907,,-1.34556577,,11.0,,24.0,,,,,,,,,,,,,,
11_19_0_1154,female,not hispanic,white,0.0,0.983526343,0.062958799,0.325160475,,,-0.673799313,-0.297751153,-0.388018284,,,,,,,,,,,,,,,,,
11_19_0_1155,male,hispanic,multi-racial,0.0,1.343847237,0.672789397,0.150453232,0.169194702,0.593838466,,-0.723077295,,50.0,,43.0,,,,,,,,,,,,,,
11_19_0_1156,male,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-0.79309077,,,-0.523842522,-1.999348509,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1157,male,not hispanic,black or african american,0.0,-0.82185484,-2.330603465,-1.502483993,-2.160636582,-1.878328764,,-1.874353531,,30.0,,54.0,,,,,,,,,,,,,,
11_19_0_1158,male,not hispanic,multi-racial,0.0,-0.742984355,-0.873877305,-0.299021154,,,-0.607077203,-0.339337678,-0.701029664,,,,,,,,,,,,,,,,,
11_19_0_1159,male,not hispanic,black or african american,0.0,-0.313844318,-1.542704955,-1.417653664,-1.110428049,-0.932993726,,-0.2156042,,27.0,,26.0,,,,,,,,,,,,,,
